gid,bld_id,ppty_use,ppty_id,businame,busitype,busiprod,ppty_plt_n,ppty_strn,ppty_addy,busireg_st,busi_regno,busi_inc_y,staf_str,contact,tax_appli,tin_status,tin_no,lt_pd_year,lt_amt_pd,x,y
158,3137,INSTITUTIONAL,I100000156,,MEDIUM,EDUCATION,,,,REGISTERD,12455,18991230,15,,EDUCATIONAL,YES,1109523,,100000,3.195845,6.475094
159,3138,INSTITUTIONAL,I100000157,,MEDIUM,EDUCATION,,,,REGISTERD,12456,18991230,15,,EDUCATIONAL,YES,1109524,,100000,3.195946,6.475116
160,3139,INSTITUTIONAL,I100000158,,MEDIUM,EDUCATION,,,,REGISTERD,12457,18991230,15,,EDUCATIONAL,YES,1109525,,100000,3.195142,6.475477
161,3140,INSTITUTIONAL,I100000159,,MEDIUM,EDUCATION,,,,REGISTERD,12458,18991230,15,,EDUCATIONAL,YES,1109526,,100000,3.195003,6.475356
162,3141,INSTITUTIONAL,I100000160,,MEDIUM,EDUCATION,,,,REGISTERD,12459,18991230,15,,EDUCATIONAL,YES,1109527,,100000,3.194949,6.475496
163,3142,INSTITUTIONAL,I100000161,,MEDIUM,EDUCATION,,,,REGISTERD,12460,18991230,15,,EDUCATIONAL,YES,1109528,,100000,3.195485,6.476467
164,3143,INSTITUTIONAL,I100000162,,MEDIUM,EDUCATION,,,,REGISTERD,12461,18991230,15,,EDUCATIONAL,YES,1109529,,100000,3.195035,6.476662
165,3144,INSTITUTIONAL,I100000163,,MEDIUM,EDUCATION,,,,REGISTERD,12462,18991230,15,,EDUCATIONAL,YES,1109530,,100000,3.195596,6.475282
166,3145,INSTITUTIONAL,I100000164,,MEDIUM,EDUCATION,,,,REGISTERD,12463,18991230,15,,EDUCATIONAL,YES,1109531,,100000,3.195856,6.476082
167,3146,INSTITUTIONAL,I100000165,,MEDIUM,EDUCATION,,,,REGISTERD,12464,18991230,15,,EDUCATIONAL,YES,1109532,,100000,3.195719,6.476026
168,3147,INSTITUTIONAL,I100000166,,MEDIUM,EDUCATION,,,,REGISTERD,12465,18991230,15,,EDUCATIONAL,YES,1109533,,100000,3.189332,6.479401
169,3148,INSTITUTIONAL,I100000167,,MEDIUM,EDUCATION,,,,REGISTERD,12466,18991230,15,,EDUCATIONAL,YES,1109534,,100000,3.189198,6.479133
170,3149,INSTITUTIONAL,I100000168,,MEDIUM,EDUCATION,,,,REGISTERD,12467,18991230,15,,EDUCATIONAL,YES,1109535,,100000,3.188213,6.479357
171,3150,INSTITUTIONAL,I100000169,,MEDIUM,EDUCATION,,,,REGISTERD,12468,18991230,15,,EDUCATIONAL,YES,1109536,,100000,3.188025,6.479459
172,3151,INSTITUTIONAL,I100000170,,MEDIUM,EDUCATION,,,,REGISTERD,12469,18991230,15,,EDUCATIONAL,YES,1109537,,100000,3.187860,6.479508
173,3152,INSTITUTIONAL,I100000171,,MEDIUM,EDUCATION,,,,REGISTERD,12470,18991230,15,,EDUCATIONAL,YES,1109538,,100000,3.187724,6.479441
174,3153,INSTITUTIONAL,I100000172,,MEDIUM,EDUCATION,,,,REGISTERD,12471,18991230,15,,EDUCATIONAL,YES,1109539,,100000,3.188066,6.479012
175,3154,INSTITUTIONAL,I100000173,,MEDIUM,EDUCATION,,,,REGISTERD,12472,18991230,15,,EDUCATIONAL,YES,1109540,,100000,3.188285,6.479128
176,3155,INSTITUTIONAL,I100000174,,MEDIUM,EDUCATION,,,,REGISTERD,12473,18991230,15,,EDUCATIONAL,YES,1109541,,100000,3.188158,6.479136
177,3156,INSTITUTIONAL,I100000175,,MEDIUM,EDUCATION,,,,REGISTERD,12474,18991230,15,,EDUCATIONAL,YES,1109542,,100000,3.188858,6.479168
178,3157,INSTITUTIONAL,I100000176,,MEDIUM,EDUCATION,,,,REGISTERD,12475,18991230,15,,EDUCATIONAL,YES,1109543,,100000,3.187177,6.479479
179,3158,INSTITUTIONAL,I100000177,,MEDIUM,EDUCATION,,,,REGISTERD,12476,18991230,15,,EDUCATIONAL,YES,1109544,,100000,3.187226,6.479372
180,3159,INSTITUTIONAL,I100000178,,MEDIUM,EDUCATION,,,,REGISTERD,12477,18991230,15,,EDUCATIONAL,YES,1109545,,100000,3.187310,6.479469
181,3160,INSTITUTIONAL,I100000179,,MEDIUM,EDUCATION,,,,REGISTERD,12478,18991230,15,,EDUCATIONAL,YES,1109546,,100000,3.186919,6.479125
182,3161,INSTITUTIONAL,I100000180,,MEDIUM,EDUCATION,,,,REGISTERD,12479,18991230,15,,EDUCATIONAL,YES,1109547,,100000,3.186849,6.479035
183,3162,INSTITUTIONAL,I100000181,,MEDIUM,EDUCATION,,,,REGISTERD,12480,18991230,15,,EDUCATIONAL,YES,1109548,,100000,3.187449,6.480390
184,3163,INSTITUTIONAL,I100000182,,MEDIUM,EDUCATION,,,,REGISTERD,12481,18991230,15,,EDUCATIONAL,YES,1109549,,100000,3.187276,6.480400
185,3164,INSTITUTIONAL,I100000183,,MEDIUM,EDUCATION,,,,REGISTERD,12482,18991230,15,,EDUCATIONAL,YES,1109550,,100000,3.187163,6.480497
186,3165,INSTITUTIONAL,I100000184,,MEDIUM,EDUCATION,,,,REGISTERD,12483,18991230,15,,EDUCATIONAL,YES,1109551,,100000,3.186684,6.480356
187,3166,INSTITUTIONAL,I100000185,,MEDIUM,EDUCATION,,,,REGISTERD,12484,18991230,15,,EDUCATIONAL,YES,1109552,,100000,3.186265,6.480399
188,3167,INSTITUTIONAL,I100000186,,MEDIUM,EDUCATION,,,,REGISTERD,12485,18991230,15,,EDUCATIONAL,YES,1109553,,100000,3.186120,6.480389
189,3168,INSTITUTIONAL,I100000187,,MEDIUM,EDUCATION,,,,REGISTERD,12486,18991230,15,,EDUCATIONAL,YES,1109554,,100000,3.185917,6.480793
190,3169,INSTITUTIONAL,I100000188,,MEDIUM,EDUCATION,,,,REGISTERD,12487,18991230,15,,EDUCATIONAL,YES,1109555,,100000,3.185921,6.480695
191,3170,INSTITUTIONAL,I100000189,,MEDIUM,EDUCATION,,,,REGISTERD,12488,18991230,15,,EDUCATIONAL,YES,1109556,,100000,3.186172,6.480710
192,3171,INSTITUTIONAL,I100000190,,MEDIUM,EDUCATION,,,,REGISTERD,12489,18991230,15,,EDUCATIONAL,YES,1109557,,100000,3.185954,6.480543
193,3172,INSTITUTIONAL,I100000191,,MEDIUM,EDUCATION,,,,REGISTERD,12490,18991230,15,,EDUCATIONAL,YES,1109558,,100000,3.186876,6.480527
194,3173,INSTITUTIONAL,I100000192,,MEDIUM,EDUCATION,,,,REGISTERD,12491,18991230,15,,EDUCATIONAL,YES,1109559,,100000,3.186975,6.480692
195,3174,INSTITUTIONAL,I100000193,,MEDIUM,EDUCATION,,,,REGISTERD,12492,18991230,15,,EDUCATIONAL,YES,1109560,,100000,3.186955,6.480539
196,3175,INSTITUTIONAL,I100000194,,MEDIUM,EDUCATION,,,,REGISTERD,12493,18991230,15,,EDUCATIONAL,YES,1109561,,100000,3.186681,6.480517
197,3176,INSTITUTIONAL,I100000195,,MEDIUM,EDUCATION,,,,REGISTERD,12494,18991230,15,,EDUCATIONAL,YES,1109562,,100000,3.187014,6.480777
198,3177,INSTITUTIONAL,I100000196,,MEDIUM,EDUCATION,,,,REGISTERD,12495,18991230,15,,EDUCATIONAL,YES,1109563,,100000,3.187207,6.479677
199,3178,INSTITUTIONAL,I100000197,,MEDIUM,EDUCATION,,,,REGISTERD,12496,18991230,15,,EDUCATIONAL,YES,1109564,,100000,3.187429,6.479948
200,3179,INSTITUTIONAL,I100000198,,MEDIUM,EDUCATION,,,,REGISTERD,12497,18991230,15,,EDUCATIONAL,YES,1109565,,100000,3.187437,6.479142
201,3180,INSTITUTIONAL,I100000199,,MEDIUM,EDUCATION,,,,REGISTERD,12498,18991230,15,,EDUCATIONAL,YES,1109566,,100000,3.186336,6.480712
202,3181,INSTITUTIONAL,I100000200,,MEDIUM,EDUCATION,,,,REGISTERD,12499,18991230,15,,EDUCATIONAL,YES,1109567,,100000,3.183293,6.481861
203,3182,INSTITUTIONAL,I100000201,,MEDIUM,EDUCATION,,,,REGISTERD,12500,18991230,15,,EDUCATIONAL,YES,1109568,,100000,3.183458,6.481780
204,3183,INSTITUTIONAL,I100000202,,MEDIUM,EDUCATION,,,,REGISTERD,12501,18991230,15,,EDUCATIONAL,YES,1109569,,100000,3.183216,6.481982
205,3184,INSTITUTIONAL,I100000203,,MEDIUM,EDUCATION,,,,REGISTERD,12502,18991230,15,,EDUCATIONAL,YES,1109570,,100000,3.183569,6.481929
206,3185,INSTITUTIONAL,I100000204,,MEDIUM,EDUCATION,,,,REGISTERD,12503,18991230,15,,EDUCATIONAL,YES,1109571,,100000,3.183403,6.482005
207,3186,INSTITUTIONAL,I100000205,,MEDIUM,EDUCATION,,,,REGISTERD,12504,18991230,15,,EDUCATIONAL,YES,1109572,,100000,3.183502,6.482111
208,3187,INSTITUTIONAL,I100000206,,MEDIUM,EDUCATION,,,,REGISTERD,12505,18991230,15,,EDUCATIONAL,YES,1109573,,100000,3.183449,6.482233
209,3188,INSTITUTIONAL,I100000207,,MEDIUM,EDUCATION,,,,REGISTERD,12506,18991230,15,,EDUCATIONAL,YES,1109574,,100000,3.183141,6.482146
210,3189,INSTITUTIONAL,I100000208,,MEDIUM,EDUCATION,,,,REGISTERD,12507,18991230,15,,EDUCATIONAL,YES,1109575,,100000,3.183201,6.482228
211,3190,INSTITUTIONAL,I100000209,,MEDIUM,EDUCATION,,,,REGISTERD,12508,18991230,15,,EDUCATIONAL,YES,1109576,,100000,3.182933,6.481850
212,3191,INSTITUTIONAL,I100000210,,MEDIUM,EDUCATION,,,,REGISTERD,12509,18991230,15,,EDUCATIONAL,YES,1109577,,100000,3.182677,6.482034
213,3192,INSTITUTIONAL,I100000211,,MEDIUM,EDUCATION,,,,REGISTERD,12510,18991230,15,,EDUCATIONAL,YES,1109578,,100000,3.182736,6.482283
214,3193,INSTITUTIONAL,I100000212,,MEDIUM,EDUCATION,,,,REGISTERD,12511,18991230,15,,EDUCATIONAL,YES,1109579,,100000,3.182412,6.482309
215,3194,INSTITUTIONAL,I100000213,,MEDIUM,EDUCATION,,,,REGISTERD,12512,18991230,15,,EDUCATIONAL,YES,1109580,,100000,3.182075,6.482264
216,3195,INSTITUTIONAL,I100000214,,MEDIUM,EDUCATION,,,,REGISTERD,12513,18991230,15,,EDUCATIONAL,YES,1109581,,100000,3.181771,6.482341
217,3196,INSTITUTIONAL,I100000215,,MEDIUM,EDUCATION,,,,REGISTERD,12514,18991230,15,,EDUCATIONAL,YES,1109582,,100000,3.183366,6.482398
218,3197,INSTITUTIONAL,I100000216,,MEDIUM,EDUCATION,,,,REGISTERD,12515,18991230,15,,EDUCATIONAL,YES,1109583,,100000,3.183220,6.480907
219,3198,INSTITUTIONAL,I100000217,,MEDIUM,EDUCATION,,,,REGISTERD,12516,18991230,15,,EDUCATIONAL,YES,1109584,,100000,3.183062,6.481967
220,3199,INSTITUTIONAL,I100000218,,MEDIUM,EDUCATION,,,,REGISTERD,12517,18991230,15,,EDUCATIONAL,YES,1109585,,100000,3.179888,6.481230
221,3200,INSTITUTIONAL,I100000219,,MEDIUM,EDUCATION,,,,REGISTERD,12518,18991230,15,,EDUCATIONAL,YES,1109586,,100000,3.181018,6.481024
222,3201,INSTITUTIONAL,I100000220,,MEDIUM,EDUCATION,,,,REGISTERD,12519,18991230,15,,EDUCATIONAL,YES,1109587,,100000,3.181317,6.481059
223,3202,INSTITUTIONAL,I100000221,,MEDIUM,EDUCATION,,,,REGISTERD,12520,18991230,15,,EDUCATIONAL,YES,1109588,,100000,3.181307,6.481377
224,3203,INSTITUTIONAL,I100000222,,MEDIUM,EDUCATION,,,,REGISTERD,12521,18991230,15,,EDUCATIONAL,YES,1109589,,100000,3.181492,6.481469
225,3204,INSTITUTIONAL,I100000223,,MEDIUM,EDUCATION,,,,REGISTERD,12522,18991230,15,,EDUCATIONAL,YES,1109590,,100000,3.181589,6.481393
226,3205,INSTITUTIONAL,I100000224,,MEDIUM,EDUCATION,,,,REGISTERD,12523,18991230,15,,EDUCATIONAL,YES,1109591,,100000,3.181718,6.481352
227,3206,INSTITUTIONAL,I100000225,,MEDIUM,EDUCATION,,,,REGISTERD,12524,18991230,15,,EDUCATIONAL,YES,1109592,,100000,3.181679,6.482234
228,3207,INSTITUTIONAL,I100000226,,MEDIUM,EDUCATION,,,,REGISTERD,12525,18991230,15,,EDUCATIONAL,YES,1109593,,100000,3.181349,6.482116
229,3208,INSTITUTIONAL,I100000227,,MEDIUM,EDUCATION,,,,REGISTERD,12526,18991230,15,,EDUCATIONAL,YES,1109594,,100000,3.181264,6.481728
230,3209,INSTITUTIONAL,I100000228,,MEDIUM,EDUCATION,,,,REGISTERD,12527,18991230,15,,EDUCATIONAL,YES,1109595,,100000,3.181425,6.481637
231,3210,INSTITUTIONAL,I100000229,,MEDIUM,EDUCATION,,,,REGISTERD,12528,18991230,15,,EDUCATIONAL,YES,1109596,,100000,3.181529,6.481628
232,3211,INSTITUTIONAL,I100000230,,MEDIUM,EDUCATION,,,,REGISTERD,12529,18991230,15,,EDUCATIONAL,YES,1109597,,100000,3.180995,6.481863
233,3212,INSTITUTIONAL,I100000231,,MEDIUM,EDUCATION,,,,REGISTERD,12530,18991230,15,,EDUCATIONAL,YES,1109598,,100000,3.180755,6.481767
234,3213,INSTITUTIONAL,I100000232,,MEDIUM,EDUCATION,,,,REGISTERD,12531,18991230,15,,EDUCATIONAL,YES,1109599,,100000,3.180751,6.481678
235,3214,INSTITUTIONAL,I100000233,,MEDIUM,EDUCATION,,,,REGISTERD,12532,18991230,15,,EDUCATIONAL,YES,1109600,,100000,3.180701,6.481612
236,3215,INSTITUTIONAL,I100000234,,MEDIUM,EDUCATION,,,,REGISTERD,12533,18991230,15,,EDUCATIONAL,YES,0,,100000,3.180535,6.481539
237,3216,INSTITUTIONAL,I100000235,,MEDIUM,EDUCATION,,,,REGISTERD,12534,18991230,15,,EDUCATIONAL,YES,1109602,,100000,3.180433,6.481527
238,3217,INSTITUTIONAL,I100000236,,MEDIUM,EDUCATION,,,,REGISTERD,12535,18991230,15,,EDUCATIONAL,YES,1109603,,100000,3.182370,6.482621
239,3218,INSTITUTIONAL,I100000237,,MEDIUM,EDUCATION,,,,REGISTERD,12536,18991230,15,,EDUCATIONAL,YES,1109604,,100000,3.182497,6.482557
240,3219,INSTITUTIONAL,I100000238,,MEDIUM,EDUCATION,,,,REGISTERD,12537,18991230,15,,EDUCATIONAL,YES,1109605,,100000,3.182793,6.482746
241,3220,INSTITUTIONAL,I100000239,,MEDIUM,EDUCATION,,,,REGISTERD,12538,18991230,15,,EDUCATIONAL,YES,1109606,,100000,3.182620,6.482852
242,3221,INSTITUTIONAL,I100000240,,MEDIUM,EDUCATION,,,,REGISTERD,12539,18991230,15,,EDUCATIONAL,YES,0,,100000,3.183393,6.482768
243,3222,INSTITUTIONAL,I100000241,,MEDIUM,EDUCATION,,,,REGISTERD,12540,18991230,15,,EDUCATIONAL,YES,1109608,,100000,3.183212,6.482846
244,3223,INSTITUTIONAL,I100000242,,MEDIUM,EDUCATION,,,,REGISTERD,12541,18991230,15,,EDUCATIONAL,YES,1109609,,100000,3.183183,6.482881
245,3224,INSTITUTIONAL,I100000243,,MEDIUM,EDUCATION,,,,REGISTERD,12542,18991230,15,,EDUCATIONAL,YES,1109610,,100000,3.183603,6.482435
246,3225,INSTITUTIONAL,I100000244,,MEDIUM,EDUCATION,,,,REGISTERD,12543,18991230,15,,EDUCATIONAL,YES,1109611,,100000,3.183183,6.482735
247,3226,INSTITUTIONAL,I100000245,,MEDIUM,EDUCATION,,,,REGISTERD,12544,18991230,15,,EDUCATIONAL,YES,1109612,,100000,3.181639,6.482443
248,3227,INSTITUTIONAL,I100000246,,MEDIUM,EDUCATION,,,,REGISTERD,12545,18991230,15,,EDUCATIONAL,YES,1109613,,100000,3.181653,6.482535
249,3228,INSTITUTIONAL,I100000247,,MEDIUM,EDUCATION,,,,REGISTERD,12546,18991230,15,,EDUCATIONAL,YES,0,,100000,3.181194,6.482560
250,3229,INSTITUTIONAL,I100000248,,MEDIUM,EDUCATION,,,,REGISTERD,12547,18991230,15,,EDUCATIONAL,YES,1109615,,100000,3.181327,6.482482
251,3230,INSTITUTIONAL,I100000249,,MEDIUM,EDUCATION,,,,REGISTERD,12548,18991230,15,,EDUCATIONAL,YES,1109616,,100000,3.181276,6.482657
252,3231,INSTITUTIONAL,I100000250,,MEDIUM,EDUCATION,,,,REGISTERD,12549,18991230,15,,EDUCATIONAL,YES,1109617,,100000,3.181010,6.482670
253,3232,INSTITUTIONAL,I100000251,,MEDIUM,EDUCATION,,,,REGISTERD,12550,18991230,15,,EDUCATIONAL,YES,1109618,,100000,3.181089,6.482704
254,3233,INSTITUTIONAL,I100000252,,MEDIUM,EDUCATION,,,,REGISTERD,12551,18991230,15,,EDUCATIONAL,YES,0,,100000,3.180709,6.482573
255,3234,INSTITUTIONAL,I100000253,,MEDIUM,EDUCATION,,,,REGISTERD,12552,18991230,15,,EDUCATIONAL,YES,1109620,,100000,3.180708,6.482440
256,3235,INSTITUTIONAL,I100000254,,MEDIUM,EDUCATION,,,,REGISTERD,12553,18991230,15,,EDUCATIONAL,YES,1109621,,100000,3.180418,6.482623
257,3236,INSTITUTIONAL,I100000255,,MEDIUM,EDUCATION,,,,REGISTERD,12554,18991230,15,,EDUCATIONAL,YES,1109622,,100000,3.180553,6.482621
258,3237,INSTITUTIONAL,I100000256,,MEDIUM,EDUCATION,,,,REGISTERD,12555,18991230,15,,EDUCATIONAL,YES,1109623,,100000,3.179881,6.482444
259,3238,INSTITUTIONAL,I100000257,,MEDIUM,EDUCATION,,,,REGISTERD,12556,18991230,15,,EDUCATIONAL,YES,1109624,,100000,3.180030,6.482446
260,3239,INSTITUTIONAL,I100000258,,MEDIUM,EDUCATION,,,,REGISTERD,12557,18991230,15,,EDUCATIONAL,YES,1109625,,100000,3.179869,6.482550
261,3240,INSTITUTIONAL,I100000259,,MEDIUM,EDUCATION,,,,REGISTERD,12558,18991230,15,,EDUCATIONAL,YES,1109626,,100000,3.179989,6.482626
262,3241,INSTITUTIONAL,I100000260,,MEDIUM,EDUCATION,,,,REGISTERD,12559,18991230,15,,EDUCATIONAL,YES,1109627,,100000,3.180185,6.482661
263,3242,INSTITUTIONAL,I100000261,,MEDIUM,EDUCATION,,,,REGISTERD,12560,18991230,15,,EDUCATIONAL,YES,1109628,,100000,3.180288,6.482643
264,3243,INSTITUTIONAL,I100000262,,MEDIUM,EDUCATION,,,,REGISTERD,12561,18991230,15,,EDUCATIONAL,YES,1109629,,100000,3.180832,6.482381
265,3244,INSTITUTIONAL,I100000263,,MEDIUM,EDUCATION,,,,REGISTERD,12562,18991230,15,,EDUCATIONAL,YES,1109630,,100000,3.181164,6.482778
266,3245,INSTITUTIONAL,I100000264,,MEDIUM,EDUCATION,,,,REGISTERD,12563,18991230,15,,EDUCATIONAL,YES,1109631,,100000,3.181138,6.482745
267,3246,INSTITUTIONAL,I100000265,,MEDIUM,EDUCATION,,,,REGISTERD,12564,18991230,15,,EDUCATIONAL,YES,1109632,,100000,3.180803,6.482687
268,3247,INSTITUTIONAL,I100000266,,MEDIUM,EDUCATION,,,,REGISTERD,12565,18991230,15,,EDUCATIONAL,YES,0,,100000,3.178800,6.482504
269,3248,INSTITUTIONAL,I100000267,,MEDIUM,EDUCATION,,,,REGISTERD,12566,18991230,15,,EDUCATIONAL,YES,1109634,,100000,3.179627,6.482680
270,3249,INSTITUTIONAL,I100000268,,MEDIUM,EDUCATION,,,,REGISTERD,12567,18991230,15,,EDUCATIONAL,YES,1109635,,100000,3.179688,6.482637
271,3250,INSTITUTIONAL,I100000269,,MEDIUM,EDUCATION,,,,REGISTERD,12568,18991230,15,,EDUCATIONAL,YES,1109636,,100000,3.179674,6.482574
272,3251,INSTITUTIONAL,I100000270,,MEDIUM,EDUCATION,,,,REGISTERD,12569,18991230,15,,EDUCATIONAL,YES,1109637,,100000,3.179662,6.482500
273,3252,INSTITUTIONAL,I100000271,,MEDIUM,EDUCATION,,,,REGISTERD,12570,18991230,15,,EDUCATIONAL,YES,1109638,,100000,3.179200,6.482422
274,3253,INSTITUTIONAL,I100000272,,MEDIUM,EDUCATION,,,,REGISTERD,12571,18991230,15,,EDUCATIONAL,YES,0,,100000,3.178140,6.482648
275,3254,INSTITUTIONAL,I100000273,,MEDIUM,EDUCATION,,,,REGISTERD,12572,18991230,15,,EDUCATIONAL,YES,1109640,,100000,3.190622,6.471971
276,3255,INSTITUTIONAL,I100000274,,MEDIUM,EDUCATION,,,,REGISTERD,12573,18991230,15,,EDUCATIONAL,YES,1109641,,100000,3.190557,6.471874
277,3256,INSTITUTIONAL,I100000275,,MEDIUM,EDUCATION,,,,REGISTERD,12574,18991230,15,,EDUCATIONAL,YES,1109642,,100000,3.190694,6.471901
278,3257,INSTITUTIONAL,I100000276,,MEDIUM,EDUCATION,,,,REGISTERD,12575,18991230,15,,EDUCATIONAL,YES,1109643,,100000,3.190913,6.471747
279,3258,INSTITUTIONAL,I100000277,,MEDIUM,EDUCATION,,,,REGISTERD,12576,18991230,15,,EDUCATIONAL,YES,1109644,,100000,3.191196,6.472213
280,3259,INSTITUTIONAL,I100000278,,MEDIUM,EDUCATION,,,,REGISTERD,12577,18991230,15,,EDUCATIONAL,YES,0,,100000,3.191197,6.471727
281,3260,INSTITUTIONAL,I100000279,,MEDIUM,EDUCATION,,,,REGISTERD,12578,18991230,15,,EDUCATIONAL,YES,1109646,,100000,3.191264,6.471608
282,3261,INSTITUTIONAL,I100000280,,MEDIUM,EDUCATION,,,,REGISTERD,12579,18991230,15,,EDUCATIONAL,YES,1109647,,100000,3.191419,6.471754
283,3262,INSTITUTIONAL,I100000281,,MEDIUM,EDUCATION,,,,REGISTERD,12580,18991230,15,,EDUCATIONAL,YES,1109648,,100000,3.191392,6.471817
284,3263,INSTITUTIONAL,I100000282,,MEDIUM,EDUCATION,,,,REGISTERD,12581,18991230,15,,EDUCATIONAL,YES,1109649,,100000,3.191407,6.471882
285,3264,INSTITUTIONAL,I100000283,,MEDIUM,EDUCATION,,,,REGISTERD,12582,18991230,15,,EDUCATIONAL,YES,1109650,,100000,3.191497,6.471584
286,3265,INSTITUTIONAL,I100000284,,MEDIUM,EDUCATION,,,,REGISTERD,12583,18991230,15,,EDUCATIONAL,YES,1109651,,100000,3.191586,6.471872
287,3266,INSTITUTIONAL,I100000285,,MEDIUM,EDUCATION,,,,REGISTERD,12584,18991230,15,,EDUCATIONAL,YES,1109652,,100000,3.191311,6.471419
288,3267,INSTITUTIONAL,I100000286,,MEDIUM,EDUCATION,,,,REGISTERD,12585,18991230,15,,EDUCATIONAL,YES,0,,100000,3.191110,6.471503
289,3268,INSTITUTIONAL,I100000287,,MEDIUM,EDUCATION,,,,REGISTERD,12586,18991230,15,,EDUCATIONAL,YES,1109654,,100000,3.191231,6.471266
290,3269,INSTITUTIONAL,I100000288,,MEDIUM,EDUCATION,,,,REGISTERD,12587,18991230,15,,EDUCATIONAL,YES,1109655,,100000,3.191155,6.471349
291,3270,INSTITUTIONAL,I100000289,,MEDIUM,EDUCATION,,,,REGISTERD,12588,18991230,15,,EDUCATIONAL,YES,1109656,,100000,3.190982,6.471347
292,3271,INSTITUTIONAL,I100000290,,MEDIUM,EDUCATION,,,,REGISTERD,12589,18991230,15,,EDUCATIONAL,YES,1109657,,100000,3.191034,6.471390
293,3272,INSTITUTIONAL,I100000291,,MEDIUM,EDUCATION,,,,REGISTERD,12590,18991230,15,,EDUCATIONAL,YES,1109658,,100000,3.190982,6.471463
294,3273,INSTITUTIONAL,I100000292,,MEDIUM,EDUCATION,,,,REGISTERD,12591,18991230,15,,EDUCATIONAL,YES,1109659,,100000,3.190889,6.471296
295,3274,INSTITUTIONAL,I100000293,,MEDIUM,EDUCATION,,,,REGISTERD,12592,18991230,15,,EDUCATIONAL,YES,0,,100000,3.191163,6.471072
296,3275,INSTITUTIONAL,I100000294,,MEDIUM,EDUCATION,,,,REGISTERD,12593,18991230,15,,EDUCATIONAL,YES,1109661,,100000,3.190572,6.471418
297,3276,INSTITUTIONAL,I100000295,,MEDIUM,EDUCATION,,,,REGISTERD,12594,18991230,15,,EDUCATIONAL,YES,1109662,,100000,3.190563,6.471587
298,3277,INSTITUTIONAL,I100000296,,MEDIUM,EDUCATION,,,,REGISTERD,12595,18991230,15,,EDUCATIONAL,YES,1109663,,100000,3.190439,6.471587
299,3278,INSTITUTIONAL,I100000297,,MEDIUM,EDUCATION,,,,REGISTERD,12596,18991230,15,,EDUCATIONAL,YES,1109664,,100000,3.190513,6.471736
300,3279,INSTITUTIONAL,I100000298,,MEDIUM,EDUCATION,,,,REGISTERD,12597,18991230,15,,EDUCATIONAL,YES,1109665,,100000,3.190660,6.471681
301,3280,INSTITUTIONAL,I100000299,,MEDIUM,EDUCATION,,,,REGISTERD,12598,18991230,15,,EDUCATIONAL,YES,1109666,,100000,3.190340,6.471651
302,3281,INSTITUTIONAL,I100000300,,MEDIUM,EDUCATION,,,,REGISTERD,12599,18991230,15,,EDUCATIONAL,YES,1109667,,100000,3.190136,6.471783
303,3282,INSTITUTIONAL,I100000301,,MEDIUM,EDUCATION,,,,REGISTERD,12600,18991230,15,,EDUCATIONAL,YES,1109668,,100000,3.195062,6.472968
304,3283,INSTITUTIONAL,I100000302,,MEDIUM,EDUCATION,,,,REGISTERD,12601,18991230,15,,EDUCATIONAL,YES,0,,100000,3.195097,6.472978
305,3284,INSTITUTIONAL,I100000303,,MEDIUM,EDUCATION,,,,REGISTERD,12602,18991230,15,,EDUCATIONAL,YES,1109670,,100000,3.195145,6.472991
306,3285,INSTITUTIONAL,I100000304,,MEDIUM,EDUCATION,,,,REGISTERD,12603,18991230,15,,EDUCATIONAL,YES,1109671,,100000,3.195333,6.473069
307,3286,INSTITUTIONAL,I100000305,,MEDIUM,EDUCATION,,,,REGISTERD,12604,18991230,15,,EDUCATIONAL,YES,1109672,,100000,3.195423,6.472992
308,3287,INSTITUTIONAL,I100000306,,MEDIUM,EDUCATION,,,,REGISTERD,12605,18991230,15,,EDUCATIONAL,YES,1109673,,100000,3.195265,6.472918
309,3288,INSTITUTIONAL,I100000307,,MEDIUM,EDUCATION,,,,REGISTERD,12606,18991230,15,,EDUCATIONAL,YES,1109674,,100000,3.195198,6.472709
310,3289,INSTITUTIONAL,I100000308,,MEDIUM,EDUCATION,,,,REGISTERD,12607,18991230,15,,EDUCATIONAL,YES,1109675,,100000,3.195378,6.472628
311,3290,INSTITUTIONAL,I100000309,,MEDIUM,EDUCATION,,,,REGISTERD,12608,18991230,15,,EDUCATIONAL,YES,1109676,,100000,3.195728,6.472544
312,3291,INSTITUTIONAL,I100000310,,MEDIUM,EDUCATION,,,,REGISTERD,12609,18991230,15,,EDUCATIONAL,YES,1109677,,100000,3.195742,6.472759
313,3292,INSTITUTIONAL,I100000311,,MEDIUM,EDUCATION,,,,REGISTERD,12610,18991230,15,,EDUCATIONAL,YES,1109678,,100000,3.195877,6.472697
314,3293,INSTITUTIONAL,I100000312,,MEDIUM,EDUCATION,,,,REGISTERD,12611,18991230,15,,EDUCATIONAL,YES,0,,100000,3.195840,6.472955
315,3294,INSTITUTIONAL,I100000313,,MEDIUM,EDUCATION,,,,REGISTERD,12612,18991230,15,,EDUCATIONAL,YES,1109680,,100000,3.195659,6.472884
316,3295,INSTITUTIONAL,I100000314,,MEDIUM,EDUCATION,,,,REGISTERD,12613,18991230,15,,EDUCATIONAL,YES,1109681,,100000,3.195060,6.473432
